precision,recall
0.37051216325720615,1.0
0.37421704053850907,0.9999776830547434
0.3780064959716539,0.999955366109487
0.3818350719301834,0.9998660983284609
0.3857374113108769,0.9997545136021782
0.3897333275329534,0.999665245821152
0.3937872579879368,0.9995090272043563
0.39793306911688914,0.999375125532817
0.40208741265022363,0.9990403713539691
0.4063251945410466,0.998660983284608
0.4107057613924283,0.9984378138320427
0.41522709762459503,0.998281595215247
0.4197166968618874,0.9978352563101163
0.4243396692174772,0.9974335512954987
0.42909003601440576,0.9970987971166507
0.433926333278276,0.996697092102033
0.4388222571765631,0.9961614854158762
0.4438453196971657,0.995648195674976
0.4489553441071339,0.9950679550983061
0.45417944980685143,0.9944430806311232
0.4594301753227321,0.993595036711375
0.46476077029978163,0.992635408065344
0.4701749187839282,0.9915865116382869
0.47583523585967397,0.9907384677185387
0.481578404438991,0.9897565221272512
0.48739671467394297,0.9886183579191681
0.49337139161751425,0.9875025106563413
0.4994236506644969,0.9862527617219755
0.5055738230812414,0.9848021602803009
0.5119015810689932,0.9833961927291393
0.5183147377970475,0.9817893726706688
0.5248640573648043,0.9801156017764289
0.5317134092369624,0.9786426833894977
0.5386536734216776,0.9769912294405142
0.545754286927525,0.9752058738199915
0.5529632541272538,0.9732419826374166
0.5604743693745896,0.9713896761811244
0.5682070868922577,0.9694481019438059
0.5760914346468203,0.9673949429802049
0.5841335440217171,0.9652301992903212
0.5920292143161132,0.9623959472427415
0.6001507600820805,0.9594724274141355
0.6083598364379827,0.9562364703519383
0.6166979633107035,0.9527996607824321
0.6253638314762002,0.9493851681581825
0.634237227260483,0.9458144569171372
0.6433034625701048,0.9420205762235265
0.6529062907532758,0.9385391327635073
0.6623000617020267,0.9342319623289964
0.6720322580645162,0.9298578410587158
0.6816357415449401,0.9247695775402263
0.6910451768812512,0.9189671717735276
0.701346305368093,0.9137896404740119
0.7118572927597062,0.9083889397219309
0.7222132890246735,0.902117878104845
0.7326235435918039,0.8952888928563458
0.7431932773109243,0.8881697873195117
0.7533291301274335,0.8799571514651074
0.7644965091037099,0.8723917070231427
0.7755629457488581,0.8639559017161731
0.7863683021966742,0.8548282711062509
0.7972378365860334,0.8450980829744025
0.8078335637746284,0.8344975339775491
0.8186577925679424,0.8235175969113347
0.8290925672594619,0.8115333973085764
0.8391710038917803,0.7988127385123525
0.8487970850124273,0.7849985493985583
0.8581586733298525,0.7702916824745029
0.8686234298897718,0.7562096900176304
0.8772027305921575,0.739873686089848
0.8861884192684127,0.7234037804905264
0.8945984162895928,0.7059519292999175
0.9021060956677114,0.6872949630654556
0.9080110581158671,0.6670311767725233
0.9148815345300817,0.6471690954942088
0.9208765253903687,0.6264812872414024
0.9267092629924488,0.6052801892476958
0.932686822589846,0.5838112879109107
0.937399798665225,0.5610926376397599
0.9415510841961321,0.5378160637371957
0.9462264150943396,0.5148296101229664
0.9508720428250734,0.49155303622040214
0.9542781601859871,0.4671829320002678
0.9582488657206294,0.4430583141779553
0.9617001640689089,0.41859894217679483
0.964238845144357,0.39353701265370794
0.9668365852229449,0.36825191367805576
0.9698346585889184,0.34296681470240353
0.972252597047567,0.3174808632194425
0.974055021248043,0.2915708897766074
0.975881870385562,0.26548238077172
0.9778345343427893,0.2392376531500368
0.980096439930235,0.21319377803566247
0.9827525519183387,0.1869267334687228
0.9860522357445645,0.16092749224486153
0.987221494102228,0.13448191211586957
0.9885503986914741,0.10790243031533843
0.9899292324442025,0.08116672989801156
0.9918599918599919,0.05438639559017162
0.9919354838709677,0.02744984266553594
1.0,0.0006025575219263987
