fpr,tpr
0.0,0.0
0.0,2.2316945256533286e-05
0.0,0.004329487379767458
1.2046015780280672e-05,0.004329487379767458
1.2046015780280672e-05,0.009060679774152513
2.4092031560561343e-05,0.009060679774152513
2.4092031560561343e-05,0.010377379544287978
2.4092031560561343e-05,0.010422013434801045
2.4092031560561343e-05,0.012207369055323707
2.4092031560561343e-05,0.012252002945836773
2.4092031560561343e-05,0.012742975741480506
3.613804734084202e-05,0.012742975741480506
3.613804734084202e-05,0.012966145194045839
4.8184063121122686e-05,0.012966145194045839
4.8184063121122686e-05,0.016202102256243165
4.8184063121122686e-05,0.016246736146756233
4.8184063121122686e-05,0.018009774822022363
6.023007890140336e-05,0.018009774822022363
6.023007890140336e-05,0.023589011136155684
6.023007890140336e-05,0.02363364502666875
6.023007890140336e-05,0.02771764600861434
6.023007890140336e-05,0.02776227989912741
6.023007890140336e-05,0.028610323818875672
6.023007890140336e-05,0.02865495770938874
6.023007890140336e-05,0.029971657479524204
7.227609468168404e-05,0.029971657479524204
7.227609468168404e-05,0.03001629137003727
7.227609468168404e-05,0.030194826932089535
7.227609468168404e-05,0.030239460822602603
7.227609468168404e-05,0.030306411658372202
7.227609468168404e-05,0.030351045548885267
7.227609468168404e-05,0.030819701399272467
8.43221104619647e-05,0.030819701399272467
8.43221104619647e-05,0.032582740074538596
8.43221104619647e-05,0.032627373965051665
8.43221104619647e-05,0.03327456537749113
9.636812624224537e-05,0.03327456537749113
9.636812624224537e-05,0.03673369189225379
0.00010841414202252605,0.03673369189225379
0.00010841414202252605,0.03686759356379299
0.00010841414202252605,0.03691222745430606
0.00010841414202252605,0.037246981633154055
0.00010841414202252605,0.037291615523667124
0.00010841414202252605,0.03818429333392845
0.00012046015780280672,0.03818429333392845
0.00012046015780280672,0.03858599834854605
0.0001325061735830874,0.03858599834854605
0.0001325061735830874,0.03898770336316365
0.0001325061735830874,0.03903233725367672
0.0001325061735830874,0.03943404226829431
0.00014455218936336808,0.03943404226829431
0.00014455218936336808,0.03985806422816845
0.00015659820514364874,0.03985806422816845
0.00015659820514364874,0.039947332009194585
0.0001686442209239294,0.039947332009194585
0.0001686442209239294,0.04159878595817804
0.00018069023670421009,0.04159878595817804
0.00018069023670421009,0.04271463322100471
0.00019273625248449075,0.04271463322100471
0.00019273625248449075,0.043919748264857505
0.00020478226826477143,0.043919748264857505
0.00020478226826477143,0.045281081925506034
0.0002168282840450521,0.045281081925506034
0.0002168282840450521,0.04554888526858444
0.00022887429982533278,0.04554888526858444
0.00022887429982533278,0.04577205472114977
0.00024092031560561344,0.04577205472114977
0.00024092031560561344,0.0467316833671807
0.00024092031560561344,0.04677631725769377
0.00024092031560561344,0.047021803655515636
0.0002529663313858941,0.047021803655515636
0.0002529663313858941,0.04728960699859403
0.0002529663313858941,0.0473342408891071
0.0002529663313858941,0.047445825615389764
0.0002529663313858941,0.04749045950590283
0.0002529663313858941,0.048249235644624966
0.0002650123471661748,0.048249235644624966
0.0002650123471661748,0.04876252538552523
0.0002650123471661748,0.0488071592760383
0.0002650123471661748,0.049119596509629763
0.0002650123471661748,0.04916423040014283
0.0002650123471661748,0.05061483184181749
0.0002650123471661748,0.05065946573233056
0.0002650123471661748,0.051574460487848424
0.00027705836294645544,0.051574460487848424
0.00027705836294645544,0.051641411323618026
0.00027705836294645544,0.05168604521413109
0.00027705836294645544,0.05322591443683189
0.00028910437872673616,0.05322591443683189
0.00028910437872673616,0.053248231382088416
0.00028910437872673616,0.053292865272601485
0.00028910437872673616,0.05335981610837109
0.0003011503945070168,0.05335981610837109
0.0003011503945070168,0.053538351670423354
0.0003131964102872975,0.053538351670423354
0.0003131964102872975,0.05414090919234975
0.0003131964102872975,0.054185543082862817
0.0003131964102872975,0.05621638510120735
0.00032524242606757814,0.05621638510120735
0.00032524242606757814,0.057510767926086274
0.0003372884418478588,0.057510767926086274
0.0003372884418478588,0.058113325448012676
0.0003493344576281395,0.058113325448012676
0.0003493344576281395,0.05826954406480841
0.00036138047340842017,0.05826954406480841
0.00036138047340842017,0.05911758798455667
0.00036138047340842017,0.05916222187506974
0.00036138047340842017,0.06038965386417907
0.00036138047340842017,0.06043428775469214
0.00036138047340842017,0.0624874467182932
0.00037342648918870083,0.0624874467182932
0.00037342648918870083,0.06250976366354974
0.00037342648918870083,0.0625543975540628
0.00037342648918870083,0.06273293311611507
0.0003854725049689815,0.06273293311611507
0.0003854725049689815,0.06297841951393693
0.0003975185207492622,0.06297841951393693
0.0003975185207492622,0.063357807583298
0.00040956453652954286,0.063357807583298
0.00040956453652954286,0.06360329398111987
0.0004216105523098235,0.06360329398111987
0.0004216105523098235,0.06367024481688946
0.0004216105523098235,0.06371487870740253
0.0004216105523098235,0.06398268205048092
0.0004336565680901042,0.06398268205048092
0.0004336565680901042,0.06567876988997746
0.0004336565680901042,0.06581267156151666
0.0004336565680901042,0.06860228971858331
0.0004336565680901042,0.06864692360909638
0.0004336565680901042,0.07014215894128412
0.0004336565680901042,0.07018679283179718
0.0004336565680901042,0.07049923006538865
0.00044570258387038484,0.07049923006538865
0.00044570258387038484,0.07065544868218439
0.00045774859965066556,0.07065544868218439
0.00045774859965066556,0.07074471646321051
0.0004697946154309462,0.07074471646321051
0.0004697946154309462,0.07317726349617264
0.0004818406312112269,0.07317726349617264
0.0004818406312112269,0.07391372268963824
0.0004938866469915076,0.07391372268963824
0.0004938866469915076,0.07500725300720837
0.0004938866469915076,0.07505188689772144
0.0004938866469915076,0.07552054274810864
0.0004938866469915076,0.07556517663862171
0.0004938866469915076,0.07565444441964785
0.0004938866469915076,0.0756990783101609
0.0004938866469915076,0.07703809502555291
0.0005059326627717883,0.07703809502555291
0.0005059326627717883,0.07732821531388784
0.0005059326627717883,0.0773728492044009
0.0005059326627717883,0.07775223727376197
0.0005179786785520689,0.07775223727376197
0.0005179786785520689,0.0778415050547881
0.0005179786785520689,0.07788613894530116
0.0005179786785520689,0.0779084558905577
0.0005300246943323496,0.0779084558905577
0.0005300246943323496,0.0783771117409449
0.0005300246943323496,0.07842174563145797
0.0005300246943323496,0.0787788167555625
0.0005420707101126302,0.0787788167555625
0.0005420707101126302,0.07926978955120623
0.0005541167258929109,0.07926978955120623
0.0005541167258929109,0.07933674038697583
0.0005541167258929109,0.0793813742774889
0.0005541167258929109,0.08036331986877636
0.0005541167258929109,0.08040795375928943
0.0005541167258929109,0.08043027070454596
0.0005541167258929109,0.08047490459505903
0.0005541167258929109,0.08065344015711129
0.0005661627416731915,0.08065344015711129
0.0005661627416731915,0.08172465352942489
0.0005782087574534723,0.08172465352942489
0.0005782087574534723,0.08308598719007343
0.000590254773233753,0.08308598719007343
0.000590254773233753,0.08565243589457475
0.0006023007890140336,0.08565243589457475
0.0006023007890140336,0.08750474235086701
0.0006143468047943143,0.08750474235086701
0.0006143468047943143,0.08754937624138008
0.0006143468047943143,0.08817425070856301
0.0006143468047943143,0.08821888459907608
0.0006143468047943143,0.08944631658818541
0.000626392820574595,0.08944631658818541
0.000626392820574595,0.09038362828895981
0.000626392820574595,0.09042826217947288
0.000626392820574595,0.09078533330357741
0.000626392820574595,0.09082996719409048
0.000626392820574595,0.09147715860652994
0.000626392820574595,0.09152179249704301
0.000626392820574595,0.09230288558102168
0.0006384388363548756,0.09230288558102168
0.0006384388363548756,0.09261532281461314
0.0006384388363548756,0.09265995670512621
0.0006384388363548756,0.09335178200807874
0.0006504848521351563,0.09335178200807874
0.0006504848521351563,0.0942667767635966
0.0006504848521351563,0.09431141065410967
0.0006504848521351563,0.09471311566872727
0.0006625308679154369,0.09471311566872727
0.0006625308679154369,0.0954049409716798
0.0006745768836957176,0.0954049409716798
0.0006745768836957176,0.09558347653373206
0.0006866228994759984,0.09558347653373206
0.0006866228994759984,0.09576201209578433
0.000698668915256279,0.09576201209578433
0.000698668915256279,0.0964092035082238
0.0007107149310365597,0.0964092035082238
0.0007107149310365597,0.09665468990604566
0.0007107149310365597,0.09669932379655873
0.0007107149310365597,0.09790443884041153
0.0007107149310365597,0.0979490727309246
0.0007107149310365597,0.09917650472003392
0.0007107149310365597,0.09922113861054699
0.0007107149310365597,0.09942199111785578
0.0007107149310365597,0.09946662500836885
0.0007107149310365597,0.09948894195362538
0.0007227609468168403,0.09948894195362538
0.0007227609468168403,0.09953357584413845
0.0007227609468168403,0.09957820973465152
0.0007227609468168403,0.09960052667990806
0.000734806962597121,0.09960052667990806
0.000734806962597121,0.09968979446093419
0.0007468529783774017,0.09968979446093419
0.0007468529783774017,0.10107344506683925
0.0007588989941576823,0.10107344506683925
0.0007588989941576823,0.10174295342453525
0.000770945009937963,0.10174295342453525
0.000770945009937963,0.10196612287710058
0.0007829910257182436,0.10196612287710058
0.0007829910257182436,0.10259099734428351
0.0007829910257182436,0.10263563123479658
0.0007829910257182436,0.10314892097569685
0.0007950370414985244,0.10314892097569685
0.0007950370414985244,0.10372916155236671
0.0008070830572788051,0.10372916155236671
0.0008070830572788051,0.10377379544287978
0.0008070830572788051,0.10381842933339284
0.0008070830572788051,0.10437635296480617
0.0008070830572788051,0.10442098685531924
0.0008070830572788051,0.10573768662545471
0.0008070830572788051,0.10578232051596777
0.0008191290730590857,0.10578232051596777
0.0008191290730590857,0.10602780691378964
0.0008191290730590857,0.10607244080430271
0.0008191290730590857,0.10736682362918164
0.0008311750888393664,0.10736682362918164
0.0008311750888393664,0.1085496217277779
0.000843221104619647,0.1085496217277779
0.000843221104619647,0.10971010288111763
0.0008552671203999277,0.10971010288111763
0.0008552671203999277,0.1101564417862483
0.0008673131361802084,0.1101564417862483
0.0008673131361802084,0.1106920484724051
0.000879359151960489,0.1106920484724051
0.000879359151960489,0.1108929009797139
0.0008914051677407697,0.1108929009797139
0.0008914051677407697,0.1109598518154835
0.0008914051677407697,0.11100448570599657
0.0008914051677407697,0.1112276551585619
0.0009034511835210505,0.1112276551585619
0.0009034511835210505,0.11167399406369256
0.0009034511835210505,0.11171862795420563
0.0009034511835210505,0.11189716351625789
0.0009154971993013311,0.11189716351625789
0.0009154971993013311,0.11453056305652883
0.0009275432150816118,0.11453056305652883
0.0009275432150816118,0.11508848668794215
0.0009275432150816118,0.11513312057845522
0.0009275432150816118,0.11718627954205628
0.0009395892308618924,0.11718627954205628
0.0009395892308618924,0.11740944899462162
0.0009516352466421731,0.11740944899462162
0.0009516352466421731,0.11745408288513469
0.0009516352466421731,0.11749871677564774
0.0009516352466421731,0.11767725233770002
0.0009516352466421731,0.11772188622821309
0.0009516352466421731,0.11834676069539601
0.0009636812624224538,0.11834676069539601
0.0009636812624224538,0.11944029101296615
0.0009636812624224538,0.11948492490347921
0.0009636812624224538,0.11957419268450535
0.0009636812624224538,0.1196188265750184
0.0009636812624224538,0.11984199602758375
0.0009636812624224538,0.11988662991809682
0.0009636812624224538,0.12077930772835814
0.0009757272782027344,0.12077930772835814
0.0009757272782027344,0.12118101274297574
0.0009877732939830152,0.12118101274297574
0.0009877732939830152,0.1218282041554152
0.0009877732939830152,0.12187283804592827
0.0009877732939830152,0.12245307862259813
0.0009877732939830152,0.1224977125131112
0.0009877732939830152,0.12318953781606373
0.0009877732939830152,0.12327880559708987
0.0009877732939830152,0.12343502421388561
0.0009877732939830152,0.12347965810439868
0.0009877732939830152,0.1245062375861992
0.0009998193097632958,0.12452855453145574
0.0009998193097632958,0.12548818317748667
0.0010118653255435765,0.12548818317748667
0.0010118653255435765,0.125711352630052
0.0010239113413238572,0.125711352630052
0.0010239113413238572,0.126380860987748
0.0010359573571041378,0.126380860987748
0.0010359573571041378,0.12660403044031332
0.0010480033728844185,0.12660403044031332
0.0010480033728844185,0.1269164676739048
0.0010480033728844185,0.12700573545493093
0.0010480033728844185,0.12749670825057466
0.0010600493886646991,0.12749670825057466
0.0010600493886646991,0.12827780133455333
0.0010720954044449798,0.12827780133455333
0.0010720954044449798,0.12888035885647972
0.0010841414202252605,0.12888035885647972
0.0010841414202252605,0.12894730969224932
0.0010961874360055411,0.12894730969224932
0.0010961874360055411,0.12948291637840612
0.0010961874360055411,0.12952755026891918
0.0010961874360055411,0.12988462139302373
0.0010961874360055411,0.1299292552835368
0.0010961874360055411,0.13028632640764132
0.0010961874360055411,0.13033096029815439
0.0010961874360055411,0.13035327724341092
0.0011082334517858218,0.13035327724341092
0.0011082334517858218,0.1313352228346984
0.0011202794675661024,0.1313352228346984
0.0011202794675661024,0.13220558369970317
0.0011202794675661024,0.1322948514807293
0.0011202794675661024,0.13240643620701198
0.001132325483346383,0.13240643620701198
0.001132325483346383,0.13245107009752505
0.001132325483346383,0.13249570398803812
0.001132325483346383,0.13352228346983866
